offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[33, 62, 38, 26, 41]","[4, 73, 96, 87, 79]","[2, 54, 82, 11, 83]","[21, 44, 2, 36, 42]",80.0
"[86, 85, 28, 46, 2]","[40, 85, 81, 43, 97]","[64, 45, 82, 97, 39]","[64, 43, 99, 59, 44]",62.92929292929293
"[36, 98, 93, 41, 46]","[1, 68, 36, 97, 81]","[34, 68, 9, 7, 43]","[48, 85, 78, 1, 16]",69.59183673469387
"[82, 38, 85, 54, 94]","[64, 98, 65, 21, 63]","[66, 66, 93, 55, 59]","[15, 94, 11, 75, 7]",58.673469387755105
"[76, 87, 97, 17, 14]","[74, 23, 28, 43, 25]","[89, 98, 29, 96, 12]","[57, 4, 87, 6, 78]",64.89795918367346
"[100, 54, 80, 31, 3]","[20, 3, 19, 50, 77]","[39, 49, 82, 82, 22]","[14, 46, 31, 22, 23]",61.3
"[1, 65, 72, 33, 9]","[53, 52, 7, 71, 84]","[38, 50, 94, 71, 16]","[90, 55, 40, 26, 57]",61.91489361702128
"[100, 42, 11, 52, 54]","[57, 69, 76, 30, 31]","[86, 74, 90, 75, 65]","[91, 48, 25, 4, 49]",79.1
"[12, 33, 72, 92, 57]","[47, 4, 89, 57, 51]","[91, 78, 98, 47, 90]","[53, 51, 36, 70, 5]",64.79591836734694
"[28, 97, 76, 15, 94]","[2, 42, 65, 62, 26]","[33, 66, 49, 55, 1]","[59, 4, 62, 15, 60]",71.64948453608247
"[49, 85, 39, 82, 2]","[56, 51, 19, 22, 33]","[31, 95, 2, 13, 30]","[90, 61, 89, 98, 14]",75.40816326530613
"[49, 52, 14, 18, 9]","[16, 2, 41, 39, 33]","[54, 17, 9, 88, 17]","[10, 13, 83, 1, 12]",63.97727272727273
"[87, 54, 88, 18, 31]","[38, 67, 85, 84, 48]","[84, 21, 79, 82, 42]","[55, 8, 96, 52, 16]",74.89583333333334
"[76, 57, 8, 21, 79]","[13, 60, 39, 33, 68]","[51, 16, 37, 55, 80]","[87, 74, 28, 71, 85]",74.48275862068965
"[93, 38, 96, 11, 20]","[20, 76, 52, 54, 10]","[50, 46, 27, 80, 27]","[45, 31, 49, 16, 18]",75.3125
"[88, 17, 58, 94, 42]","[26, 100, 98, 31, 52]","[31, 48, 70, 74, 85]","[84, 19, 49, 88, 37]",81.3
"[90, 92, 21, 74, 71]","[22, 96, 45, 17, 84]","[4, 7, 77, 80, 40]","[24, 1, 35, 58, 100]",53.8
"[2, 10, 58, 38, 65]","[25, 91, 93, 11, 1]","[15, 22, 36, 1, 32]","[3, 47, 40, 73, 26]",66.98924731182795
"[21, 10, 18, 96, 51]","[48, 35, 84, 26, 59]","[60, 92, 59, 73, 93]","[12, 82, 94, 95, 65]",63.854166666666664
"[69, 56, 43, 72, 91]","[86, 36, 89, 45, 9]","[36, 4, 52, 97, 19]","[51, 76, 57, 23, 1]",61.649484536082475
"[68, 71, 29, 91, 97]","[36, 13, 97, 20, 63]","[13, 87, 54, 74, 52]","[86, 64, 89, 65, 21]",59.58762886597938
"[65, 26, 8, 45, 15]","[65, 40, 98, 48, 79]","[45, 17, 71, 68, 11]","[3, 80, 65, 98, 2]",59.48979591836735
"[86, 66, 73, 4, 59]","[71, 11, 94, 2, 80]","[8, 55, 41, 17, 37]","[79, 40, 80, 42, 6]",62.87234042553192
"[70, 27, 51, 79, 8]","[56, 47, 15, 40, 34]","[28, 50, 7, 7, 3]","[32, 14, 77, 46, 46]",68.22784810126582
"[60, 87, 65, 97, 81]","[70, 87, 67, 13, 72]","[49, 96, 75, 69, 29]","[10, 17, 11, 3, 79]",58.04123711340206
"[25, 57, 13, 33, 42]","[24, 12, 34, 7, 11]","[51, 39, 53, 54, 74]","[16, 55, 73, 41, 88]",65.0
"[12, 98, 98, 45, 19]","[48, 21, 51, 64, 79]","[10, 85, 71, 23, 70]","[87, 12, 80, 69, 28]",60.816326530612244
"[70, 32, 7, 22, 2]","[87, 98, 57, 62, 17]","[54, 30, 46, 97, 66]","[74, 54, 54, 38, 14]",69.6938775510204
"[30, 18, 8, 60, 15]","[86, 49, 60, 58, 21]","[88, 75, 74, 94, 39]","[63, 57, 51, 71, 48]",72.87234042553192
"[64, 16, 59, 17, 56]","[56, 51, 10, 93, 61]","[89, 15, 34, 22, 31]","[9, 100, 83, 46, 10]",56.8
"[98, 54, 85, 80, 79]","[62, 8, 89, 47, 70]","[76, 68, 3, 36, 78]","[13, 60, 80, 23, 13]",59.38775510204081
"[68, 29, 90, 53, 70]","[24, 43, 58, 53, 71]","[30, 42, 48, 15, 32]","[85, 63, 4, 81, 65]",70.66666666666667
"[48, 62, 80, 5, 16]","[62, 14, 72, 77, 27]","[87, 80, 41, 24, 90]","[31, 8, 43, 73, 56]",49.55555555555556
"[49, 26, 94, 39, 72]","[26, 17, 31, 97, 99]","[90, 50, 100, 19, 3]","[97, 62, 55, 37, 88]",51.9
"[33, 3, 77, 97, 63]","[68, 22, 20, 18, 41]","[4, 32, 52, 18, 55]","[65, 83, 6, 51, 69]",63.402061855670105
"[88, 88, 73, 81, 16]","[11, 59, 70, 71, 62]","[85, 16, 82, 93, 10]","[74, 86, 67, 48, 82]",65.16129032258064
"[63, 76, 13, 36, 66]","[20, 16, 7, 84, 73]","[77, 64, 32, 74, 35]","[17, 64, 20, 20, 64]",68.92857142857143
"[36, 8, 64, 25, 73]","[82, 12, 96, 80, 28]","[61, 86, 89, 81, 9]","[42, 88, 74, 59, 52]",71.5625
"[55, 37, 50, 73, 42]","[10, 80, 83, 44, 3]","[34, 32, 95, 2, 73]","[77, 15, 48, 17, 10]",65.26315789473684
"[61, 63, 70, 28, 73]","[52, 26, 29, 77, 4]","[61, 48, 81, 38, 22]","[7, 91, 88, 74, 66]",67.8021978021978
"[70, 8, 45, 28, 99]","[22, 94, 90, 63, 53]","[32, 53, 15, 82, 46]","[77, 41, 70, 33, 11]",68.68686868686869
"[7, 12, 65, 51, 6]","[80, 97, 14, 66, 34]","[72, 38, 35, 68, 16]","[70, 94, 41, 12, 32]",64.74226804123711
"[32, 72, 27, 11, 21]","[45, 22, 15, 47, 72]","[69, 21, 75, 16, 95]","[19, 43, 26, 6, 52]",77.05263157894737
"[26, 73, 15, 24, 33]","[42, 62, 82, 11, 3]","[88, 43, 92, 52, 8]","[82, 89, 95, 4, 58]",66.52631578947368
"[59, 13, 89, 65, 36]","[29, 32, 48, 39, 94]","[4, 59, 10, 32, 47]","[19, 58, 57, 65, 49]",70.85106382978722
"[62, 5, 8, 73, 97]","[28, 76, 10, 52, 24]","[99, 64, 15, 94, 57]","[72, 84, 65, 73, 96]",68.68686868686869
"[29, 24, 35, 61, 79]","[32, 8, 7, 95, 6]","[82, 37, 96, 41, 12]","[40, 53, 88, 59, 86]",65.625
"[73, 80, 22, 16, 74]","[81, 87, 100, 86, 82]","[71, 22, 22, 23, 23]","[65, 98, 41, 10, 86]",66.2
"[13, 31, 57, 28, 34]","[12, 26, 35, 61, 42]","[4, 74, 52, 97, 78]","[73, 70, 60, 6, 20]",70.82474226804123
"[64, 38, 73, 58, 67]","[69, 27, 40, 53, 44]","[69, 74, 52, 37, 92]","[54, 95, 46, 6, 64]",71.36842105263158
"[81, 20, 80, 69, 78]","[4, 71, 20, 76, 18]","[87, 6, 84, 21, 83]","[19, 99, 85, 62, 68]",50.0
"[92, 47, 4, 46, 61]","[18, 70, 79, 94, 83]","[61, 52, 73, 26, 53]","[15, 56, 87, 55, 67]",62.87234042553192
"[1, 67, 57, 67, 41]","[55, 7, 2, 82, 94]","[18, 57, 64, 74, 60]","[12, 79, 43, 46, 84]",68.93617021276596
"[28, 62, 54, 23, 97]","[29, 39, 97, 57, 59]","[91, 93, 7, 62, 93]","[81, 51, 13, 15, 9]",54.02061855670103
"[83, 2, 6, 90, 10]","[88, 7, 30, 88, 80]","[29, 31, 17, 6, 16]","[95, 19, 40, 94, 96]",58.854166666666664
"[3, 77, 23, 4, 84]","[20, 72, 56, 87, 18]","[99, 28, 98, 34, 77]","[2, 100, 97, 85, 56]",51.6
"[86, 4, 71, 88, 4]","[85, 42, 66, 88, 75]","[49, 10, 26, 35, 72]","[22, 92, 43, 15, 58]",48.80434782608695
"[89, 85, 61, 99, 76]","[40, 22, 81, 82, 49]","[52, 50, 60, 50, 74]","[57, 54, 64, 20, 13]",67.07070707070709
"[63, 22, 39, 55, 87]","[65, 41, 7, 87, 73]","[20, 2, 44, 49, 60]","[27, 26, 77, 50, 69]",68.62068965517241
"[67, 17, 57, 9, 96]","[26, 23, 48, 45, 99]","[58, 11, 24, 1, 11]","[57, 8, 2, 17, 6]",62.42424242424242
"[100, 77, 87, 82, 50]","[49, 90, 1, 75, 13]","[47, 93, 29, 56, 54]","[40, 61, 74, 37, 94]",72.9
"[30, 8, 88, 75, 88]","[86, 89, 93, 75, 37]","[58, 53, 49, 16, 29]","[25, 4, 64, 39, 14]",65.80645161290323
"[55, 35, 24, 60, 99]","[69, 23, 22, 56, 53]","[95, 20, 93, 8, 27]","[63, 34, 62, 19, 48]",68.38383838383838
"[72, 8, 41, 22, 43]","[22, 80, 10, 71, 15]","[57, 46, 31, 9, 60]","[7, 91, 9, 8, 32]",55.824175824175825
"[47, 43, 75, 91, 45]","[87, 42, 29, 95, 30]","[44, 14, 8, 31, 19]","[18, 86, 57, 62, 35]",68.8421052631579
"[62, 87, 76, 12, 17]","[91, 78, 25, 89, 51]","[33, 50, 61, 75, 92]","[12, 10, 8, 35, 86]",49.56521739130435
"[94, 80, 12, 30, 51]","[12, 17, 2, 44, 1]","[88, 21, 77, 68, 21]","[77, 18, 81, 47, 73]",58.93617021276596
"[17, 14, 65, 42, 76]","[72, 43, 70, 90, 79]","[12, 98, 97, 94, 70]","[18, 48, 46, 99, 86]",72.12121212121212
"[17, 35, 71, 94, 34]","[17, 90, 46, 64, 34]","[11, 90, 11, 35, 10]","[99, 24, 6, 77, 49]",71.31313131313131
"[9, 67, 6, 40, 97]","[46, 78, 57, 6, 15]","[27, 19, 45, 67, 78]","[38, 86, 48, 23, 54]",62.47422680412371
"[11, 46, 18, 21, 25]","[64, 93, 39, 65, 43]","[60, 61, 59, 6, 11]","[24, 58, 45, 2, 14]",75.37634408602149
"[39, 33, 64, 36, 83]","[11, 50, 2, 41, 38]","[56, 27, 31, 15, 15]","[71, 14, 80, 72, 67]",68.07228915662651
"[73, 11, 1, 39, 5]","[49, 15, 55, 33, 91]","[79, 28, 36, 89, 81]","[75, 72, 43, 82, 59]",63.73626373626374
"[38, 78, 6, 35, 23]","[10, 68, 35, 50, 32]","[71, 52, 21, 11, 75]","[30, 43, 28, 56, 77]",59.87179487179487
"[16, 75, 88, 99, 96]","[97, 43, 9, 95, 58]","[29, 50, 27, 88, 59]","[89, 84, 2, 41, 1]",57.37373737373738
"[83, 60, 62, 4, 76]","[99, 52, 8, 11, 12]","[46, 26, 5, 86, 69]","[82, 96, 68, 95, 40]",61.21212121212121
"[49, 38, 52, 86, 89]","[38, 31, 78, 57, 13]","[78, 21, 41, 26, 21]","[28, 41, 55, 19, 19]",67.41573033707866
"[79, 82, 59, 79, 80]","[51, 6, 91, 50, 1]","[63, 100, 59, 66, 16]","[5, 31, 94, 6, 33]",55.1
"[54, 7, 33, 81, 57]","[100, 91, 65, 49, 100]","[50, 92, 98, 35, 50]","[81, 18, 79, 51, 46]",72.7
"[29, 57, 89, 23, 20]","[11, 40, 42, 78, 18]","[25, 47, 68, 13, 25]","[24, 23, 6, 21, 7]",71.23595505617978
"[55, 76, 28, 73, 26]","[43, 13, 28, 6, 47]","[89, 5, 32, 30, 78]","[35, 79, 62, 36, 45]",74.60674157303372
"[73, 41, 68, 46, 93]","[85, 74, 53, 63, 10]","[43, 65, 55, 56, 86]","[91, 7, 40, 42, 63]",73.11827956989248
"[55, 63, 44, 71, 5]","[17, 62, 86, 41, 55]","[98, 33, 62, 52, 76]","[76, 79, 63, 86, 14]",74.89795918367348
"[4, 81, 46, 65, 7]","[26, 31, 94, 48, 72]","[70, 33, 81, 94, 88]","[33, 37, 97, 66, 78]",67.31958762886597
"[84, 33, 30, 30, 43]","[35, 61, 23, 22, 25]","[11, 17, 35, 15, 72]","[28, 99, 4, 79, 53]",65.55555555555557
"[89, 44, 34, 83, 89]","[78, 35, 29, 25, 87]","[84, 20, 31, 57, 15]","[54, 45, 45, 98, 5]",72.14285714285714
"[70, 65, 49, 16, 74]","[86, 10, 90, 99, 44]","[3, 48, 51, 7, 96]","[95, 58, 7, 43, 88]",57.676767676767675
"[63, 78, 70, 51, 86]","[14, 100, 41, 33, 70]","[50, 43, 4, 51, 74]","[87, 44, 80, 9, 33]",68.5
"[1, 40, 11, 93, 73]","[23, 63, 91, 61, 37]","[35, 62, 96, 75, 72]","[68, 99, 48, 38, 8]",64.64646464646465
"[90, 30, 74, 11, 82]","[77, 63, 87, 82, 97]","[60, 60, 16, 81, 28]","[96, 83, 88, 6, 21]",69.0721649484536
"[48, 30, 35, 41, 65]","[84, 94, 89, 2, 44]","[58, 51, 8, 48, 20]","[98, 55, 55, 48, 62]",66.83673469387755
"[90, 54, 99, 92, 17]","[28, 45, 92, 65, 76]","[9, 39, 37, 15, 86]","[77, 56, 76, 59, 99]",70.4040404040404
"[85, 77, 26, 73, 72]","[72, 32, 65, 95, 25]","[38, 96, 45, 26, 20]","[35, 91, 98, 73, 50]",64.28571428571429
"[53, 82, 62, 44, 87]","[18, 21, 21, 83, 54]","[10, 2, 91, 63, 62]","[39, 81, 42, 4, 95]",78.10526315789474
"[68, 24, 8, 59, 25]","[71, 71, 5, 66, 3]","[82, 67, 61, 46, 40]","[36, 3, 1, 68, 63]",71.34146341463415
"[67, 52, 25, 12, 99]","[39, 84, 81, 8, 56]","[38, 30, 90, 52, 91]","[40, 10, 73, 67, 87]",66.96969696969697
"[51, 12, 13, 56, 17]","[12, 87, 49, 20, 31]","[42, 41, 67, 70, 15]","[50, 47, 22, 48, 3]",73.9080459770115
"[37, 12, 54, 24, 61]","[59, 36, 13, 4, 65]","[56, 79, 87, 96, 22]","[14, 55, 77, 92, 55]",56.458333333333336
"[8, 18, 53, 62, 20]","[11, 35, 77, 66, 98]","[39, 97, 71, 70, 62]","[7, 99, 3, 2, 35]",65.35353535353535
"[100, 24, 85, 50, 50]","[10, 57, 74, 4, 73]","[71, 62, 69, 71, 73]","[37, 23, 54, 23, 59]",73.1
"[35, 24, 32, 34, 64]","[25, 81, 74, 56, 12]","[13, 84, 36, 64, 55]","[73, 15, 76, 45, 40]",72.61904761904762
"[8, 65, 69, 67, 63]","[10, 63, 65, 63, 57]","[35, 47, 91, 25, 63]","[55, 54, 72, 80, 58]",79.12087912087912
"[22, 44, 74, 78, 30]","[74, 51, 96, 33, 76]","[37, 77, 76, 72, 52]","[99, 52, 100, 37, 1]",67.3
"[85, 37, 58, 18, 97]","[20, 63, 78, 22, 27]","[19, 85, 85, 10, 56]","[92, 87, 75, 63, 7]",71.1340206185567
"[83, 98, 6, 70, 34]","[27, 98, 71, 62, 8]","[17, 55, 84, 46, 11]","[38, 54, 51, 73, 86]",72.0408163265306
"[15, 75, 22, 44, 28]","[16, 78, 94, 80, 62]","[81, 41, 36, 19, 16]","[4, 88, 67, 10, 94]",53.61702127659574
"[51, 76, 33, 53, 38]","[44, 50, 27, 93, 84]","[40, 80, 20, 71, 1]","[2, 84, 77, 89, 28]",68.49462365591398
"[1, 8, 53, 13, 91]","[22, 87, 25, 32, 87]","[38, 32, 95, 6, 19]","[78, 80, 52, 13, 77]",58.0
"[39, 35, 62, 42, 78]","[63, 40, 93, 30, 25]","[54, 89, 44, 63, 27]","[28, 24, 57, 45, 2]",73.33333333333333
"[18, 95, 44, 74, 25]","[3, 80, 85, 98, 78]","[61, 57, 72, 89, 69]","[2, 85, 10, 45, 61]",75.81632653061224
"[23, 66, 39, 94, 69]","[11, 49, 48, 63, 6]","[50, 97, 97, 67, 100]","[15, 23, 63, 42, 46]",61.6
"[84, 87, 63, 14, 79]","[64, 5, 21, 93, 17]","[41, 30, 77, 70, 29]","[91, 89, 44, 42, 73]",78.38709677419355
"[75, 69, 23, 100, 3]","[55, 6, 28, 53, 86]","[22, 96, 67, 30, 34]","[28, 16, 51, 17, 49]",50.6
"[52, 20, 79, 23, 77]","[75, 47, 5, 49, 100]","[69, 7, 29, 26, 29]","[64, 63, 83, 96, 32]",65.9
"[1, 99, 4, 91, 100]","[53, 85, 43, 31, 33]","[60, 54, 45, 38, 73]","[81, 66, 77, 66, 56]",65.8
"[19, 62, 78, 46, 8]","[100, 8, 45, 90, 19]","[3, 98, 71, 10, 73]","[29, 66, 55, 22, 80]",52.0
"[45, 74, 97, 65, 94]","[30, 30, 51, 56, 97]","[1, 4, 84, 10, 91]","[19, 34, 22, 27, 56]",63.1958762886598
"[82, 50, 89, 47, 70]","[10, 60, 63, 77, 59]","[73, 95, 62, 42, 49]","[89, 78, 4, 9, 70]",68.21052631578948
"[55, 72, 82, 41, 21]","[17, 41, 32, 86, 65]","[20, 34, 83, 7, 82]","[5, 54, 29, 2, 82]",56.04651162790697
"[53, 44, 26, 56, 27]","[100, 11, 14, 20, 44]","[20, 85, 52, 6, 48]","[37, 48, 93, 71, 90]",62.5
"[47, 35, 4, 70, 98]","[74, 23, 2, 36, 3]","[22, 62, 20, 70, 91]","[57, 69, 9, 8, 34]",58.57142857142857
"[10, 51, 77, 84, 44]","[93, 82, 19, 37, 88]","[33, 8, 26, 71, 28]","[50, 94, 10, 60, 60]",54.787234042553195
"[27, 9, 78, 74, 45]","[30, 62, 55, 20, 76]","[99, 62, 33, 67, 63]","[98, 86, 38, 13, 9]",55.95959595959596
"[3, 26, 60, 100, 11]","[82, 55, 62, 87, 96]","[45, 11, 91, 4, 77]","[91, 8, 24, 61, 48]",57.0
"[21, 27, 67, 93, 19]","[23, 23, 76, 95, 95]","[17, 17, 20, 27, 36]","[68, 27, 9, 84, 64]",62.73684210526316
"[57, 33, 22, 51, 56]","[12, 33, 16, 56, 65]","[15, 100, 18, 40, 37]","[26, 27, 77, 61, 80]",75.8
"[85, 16, 97, 21, 74]","[60, 37, 22, 95, 59]","[88, 63, 82, 53, 57]","[93, 11, 29, 96, 49]",65.05154639175258
"[6, 35, 95, 73, 27]","[88, 90, 75, 38, 97]","[90, 5, 93, 1, 38]","[73, 54, 35, 52, 23]",61.649484536082475
"[67, 13, 53, 29, 32]","[82, 76, 19, 68, 71]","[96, 38, 35, 76, 56]","[10, 78, 5, 100, 43]",65.7
"[31, 53, 54, 88, 70]","[41, 84, 31, 53, 76]","[68, 33, 91, 36, 8]","[36, 49, 27, 64, 23]",63.73626373626374
"[9, 1, 82, 77, 37]","[57, 5, 66, 53, 58]","[55, 86, 37, 9, 52]","[22, 30, 85, 70, 35]",74.88372093023257
"[77, 93, 54, 64, 58]","[59, 22, 56, 89, 15]","[25, 43, 99, 62, 2]","[70, 99, 72, 15, 55]",77.67676767676768
"[61, 73, 87, 33, 43]","[25, 23, 51, 70, 17]","[89, 72, 7, 66, 23]","[64, 99, 43, 91, 72]",66.96969696969697
"[96, 97, 37, 75, 20]","[18, 6, 46, 3, 59]","[9, 60, 34, 80, 90]","[16, 100, 51, 57, 25]",69.7
"[15, 84, 51, 85, 88]","[50, 39, 2, 22, 54]","[39, 64, 93, 64, 12]","[20, 56, 75, 57, 41]",63.11827956989247
"[56, 9, 95, 60, 19]","[81, 61, 25, 28, 2]","[56, 58, 64, 64, 62]","[48, 47, 57, 19, 99]",62.82828282828283
"[54, 61, 59, 86, 50]","[6, 14, 88, 35, 31]","[30, 37, 65, 7, 99]","[5, 2, 10, 80, 37]",65.45454545454545
"[52, 62, 25, 66, 25]","[69, 66, 65, 90, 17]","[52, 42, 53, 17, 70]","[38, 89, 1, 92, 82]",64.45652173913044
"[56, 73, 12, 45, 78]","[38, 32, 78, 31, 28]","[2, 30, 57, 36, 25]","[68, 43, 42, 8, 39]",72.43589743589743
"[69, 20, 47, 70, 68]","[96, 70, 19, 44, 22]","[3, 49, 99, 55, 62]","[64, 75, 75, 76, 49]",63.83838383838384
"[8, 68, 98, 71, 46]","[21, 36, 35, 76, 62]","[28, 20, 69, 72, 80]","[32, 32, 60, 45, 8]",75.40816326530613
"[22, 98, 72, 2, 35]","[93, 92, 59, 19, 61]","[3, 13, 34, 65, 17]","[32, 65, 24, 25, 39]",58.97959183673469
"[42, 89, 47, 65, 47]","[55, 59, 87, 85, 67]","[19, 45, 12, 52, 28]","[81, 94, 56, 91, 84]",66.70212765957447
"[85, 77, 9, 33, 56]","[21, 14, 20, 40, 85]","[56, 98, 90, 48, 27]","[83, 50, 67, 51, 22]",59.795918367346935
"[69, 96, 69, 73, 16]","[51, 98, 51, 61, 51]","[77, 5, 59, 97, 77]","[19, 30, 31, 28, 17]",60.30612244897959
"[60, 46, 29, 4, 45]","[3, 16, 23, 77, 37]","[99, 60, 52, 83, 99]","[8, 33, 7, 30, 8]",60.90909090909091
"[87, 62, 32, 15, 71]","[79, 95, 5, 95, 36]","[68, 84, 58, 43, 31]","[1, 16, 88, 64, 97]",59.27835051546392
"[61, 69, 91, 5, 32]","[29, 88, 71, 17, 83]","[94, 81, 76, 42, 62]","[96, 48, 26, 48, 30]",69.89583333333333
"[42, 18, 35, 35, 18]","[8, 38, 43, 75, 70]","[63, 18, 46, 13, 43]","[14, 45, 77, 35, 40]",62.857142857142854
"[95, 49, 18, 14, 12]","[55, 20, 100, 14, 81]","[76, 53, 1, 83, 13]","[35, 64, 51, 39, 25]",56.4
"[59, 96, 2, 73, 74]","[73, 38, 95, 61, 71]","[36, 7, 72, 99, 79]","[29, 34, 78, 51, 54]",64.94949494949495
"[58, 74, 62, 77, 14]","[13, 60, 63, 76, 73]","[92, 22, 13, 42, 88]","[20, 44, 21, 76, 2]",63.26086956521739
"[99, 12, 54, 96, 87]","[19, 7, 35, 9, 97]","[88, 11, 8, 61, 66]","[48, 18, 66, 49, 11]",62.121212121212125
"[71, 64, 55, 93, 78]","[13, 12, 52, 50, 26]","[46, 72, 5, 99, 63]","[81, 40, 14, 52, 88]",64.44444444444444
"[76, 31, 6, 39, 11]","[91, 7, 81, 17, 95]","[16, 39, 72, 4, 62]","[44, 13, 55, 36, 43]",68.8421052631579
"[21, 36, 27, 78, 67]","[62, 62, 62, 24, 6]","[39, 43, 53, 53, 77]","[97, 4, 47, 27, 20]",61.134020618556704
"[35, 67, 2, 79, 28]","[85, 54, 71, 48, 68]","[7, 31, 17, 59, 78]","[92, 81, 74, 41, 97]",56.08247422680412
"[43, 24, 3, 74, 59]","[84, 19, 3, 76, 72]","[7, 6, 80, 77, 89]","[2, 95, 84, 73, 49]",59.05263157894737
"[13, 69, 89, 73, 2]","[72, 24, 30, 40, 80]","[5, 24, 23, 61, 92]","[69, 68, 8, 5, 77]",57.82608695652174
"[93, 77, 82, 50, 66]","[76, 67, 63, 47, 94]","[54, 3, 29, 96, 54]","[65, 88, 71, 19, 37]",66.77083333333333
"[90, 33, 70, 14, 50]","[21, 45, 82, 51, 65]","[7, 7, 55, 39, 14]","[3, 2, 87, 67, 67]",61.44444444444444
"[94, 92, 57, 38, 23]","[11, 9, 52, 81, 70]","[2, 88, 43, 65, 2]","[89, 22, 41, 2, 17]",66.59574468085107
"[32, 37, 97, 61, 96]","[29, 15, 43, 37, 93]","[17, 1, 60, 93, 2]","[2, 66, 51, 61, 85]",68.4536082474227
"[28, 85, 45, 55, 1]","[86, 88, 50, 46, 81]","[80, 21, 94, 12, 50]","[14, 43, 66, 97, 96]",59.175257731958766
"[86, 65, 10, 5, 51]","[23, 53, 86, 66, 45]","[46, 6, 67, 66, 30]","[78, 30, 71, 45, 88]",67.61363636363636
"[2, 69, 76, 28, 67]","[4, 48, 91, 94, 56]","[100, 86, 36, 55, 16]","[6, 62, 88, 64, 10]",61.6
"[31, 61, 31, 28, 71]","[33, 94, 71, 1, 44]","[16, 7, 66, 49, 7]","[71, 22, 72, 91, 43]",56.91489361702128
"[57, 15, 34, 95, 47]","[75, 62, 25, 29, 32]","[56, 39, 9, 45, 33]","[21, 11, 48, 73, 55]",83.26315789473684
"[86, 66, 36, 70, 85]","[15, 72, 30, 71, 81]","[29, 64, 90, 58, 79]","[9, 29, 45, 58, 38]",69.0
"[66, 12, 3, 55, 35]","[71, 65, 56, 6, 8]","[23, 26, 45, 89, 48]","[4, 54, 82, 77, 17]",50.1123595505618
"[23, 5, 56, 90, 39]","[44, 61, 54, 14, 33]","[59, 3, 21, 85, 2]","[28, 88, 41, 69, 45]",62.44444444444444
"[53, 15, 18, 30, 50]","[51, 27, 67, 49, 58]","[33, 31, 59, 14, 99]","[81, 91, 12, 58, 85]",71.81818181818181
"[30, 74, 55, 9, 62]","[73, 48, 1, 32, 62]","[71, 10, 57, 10, 71]","[18, 64, 52, 21, 36]",74.32432432432432
"[53, 4, 20, 66, 99]","[18, 18, 87, 42, 51]","[26, 88, 56, 93, 54]","[39, 61, 66, 26, 26]",60.303030303030305
"[21, 54, 4, 45, 40]","[57, 19, 83, 70, 53]","[69, 49, 89, 3, 17]","[61, 77, 36, 3, 95]",63.89473684210526
"[53, 84, 13, 86, 76]","[24, 73, 98, 32, 9]","[71, 16, 66, 95, 52]","[78, 37, 9, 91, 97]",64.89795918367346
"[51, 12, 96, 5, 26]","[76, 31, 51, 14, 79]","[90, 94, 33, 95, 99]","[48, 20, 17, 33, 99]",60.90909090909091
"[13, 68, 92, 55, 9]","[94, 79, 36, 30, 43]","[63, 80, 64, 40, 94]","[90, 96, 95, 49, 43]",71.97916666666666
"[59, 92, 75, 18, 36]","[47, 33, 74, 32, 74]","[76, 90, 39, 34, 79]","[87, 61, 17, 13, 80]",68.04347826086956
"[55, 44, 42, 100, 30]","[28, 12, 62, 85, 18]","[89, 54, 76, 34, 17]","[91, 93, 80, 47, 37]",64.8
"[80, 27, 58, 45, 57]","[44, 34, 13, 54, 14]","[100, 92, 83, 25, 100]","[19, 17, 48, 33, 84]",58.1
"[51, 29, 41, 100, 91]","[19, 52, 79, 88, 39]","[57, 68, 41, 65, 5]","[61, 66, 7, 99, 5]",68.3
"[70, 14, 40, 3, 58]","[35, 18, 82, 62, 67]","[32, 75, 14, 5, 78]","[73, 15, 79, 59, 46]",62.5609756097561
"[16, 3, 59, 84, 26]","[23, 86, 94, 63, 88]","[69, 88, 81, 3, 4]","[86, 17, 18, 91, 27]",64.04255319148936
"[3, 31, 74, 1, 55]","[22, 65, 95, 39, 54]","[47, 20, 31, 61, 23]","[22, 94, 7, 64, 81]",55.26315789473684
"[43, 59, 45, 92, 54]","[72, 83, 89, 38, 94]","[92, 57, 21, 32, 90]","[64, 39, 34, 75, 65]",78.29787234042553
"[81, 41, 8, 25, 33]","[98, 12, 51, 66, 75]","[57, 56, 57, 28, 54]","[41, 18, 24, 76, 54]",69.28571428571429
"[31, 29, 64, 26, 30]","[44, 82, 29, 41, 16]","[52, 58, 78, 81, 30]","[18, 76, 59, 13, 100]",71.7
"[63, 20, 82, 35, 72]","[2, 11, 19, 60, 90]","[76, 77, 39, 91, 56]","[31, 63, 85, 31, 92]",64.45652173913044
"[59, 19, 3, 23, 12]","[35, 70, 92, 70, 6]","[65, 35, 38, 11, 62]","[72, 34, 69, 46, 56]",57.06521739130435
"[76, 19, 33, 56, 68]","[51, 66, 89, 63, 95]","[10, 17, 31, 82, 61]","[91, 41, 27, 73, 90]",70.21052631578948
"[92, 23, 31, 100, 39]","[1, 5, 22, 25, 49]","[39, 77, 76, 94, 60]","[44, 56, 79, 15, 93]",48.8
"[51, 33, 65, 47, 3]","[93, 65, 17, 78, 81]","[66, 98, 67, 98, 73]","[75, 73, 14, 15, 80]",63.06122448979592
